event_id,product_instance_id,date,event_type,call_count,sms_count,data_count,direction,roaming,calling_msisdn,called_msisdn
22335,1317,2022-03-31 14:38:11,sms,0,1,0,---------,incoming,+55-88-88181811,+55-12-12867250
22336,1317,2022-03-28 19:37:31,sms,0,1,0,---------,outgoing,+55-12-12867250,+55-38-38254421
22337,1317,2022-03-02 20:39:06,sms,0,1,0,---------,incoming,+55-26-26177287,+55-12-12867250
22338,1317,2022-02-26 13:01:24,data,0,0,180,---------,---------,+55-12-12867250,---------
22339,1317,2022-02-06 00:59:13,call,3,0,0,roaming,incoming,+55-82-82484613,+55-12-12867250
22340,1317,2022-04-21 14:43:18,call,13,0,0,---------,outgoing,+55-12-12867250,+55-00-00832741
22341,1317,2022-02-24 09:39:15,call,5,0,0,---------,incoming,+55-53-53616750,+55-12-12867250
22342,1317,2022-04-18 21:51:44,sms,0,1,0,---------,outgoing,+55-12-12867250,+55-42-42327750
22343,1318,2022-02-18 17:34:47,data,0,0,21,roaming,---------,+55-16-16348853,---------
22344,1318,2022-04-30 01:37:42,data,0,0,130,---------,---------,+55-16-16348853,---------
22345,1318,2022-02-12 07:58:15,data,0,0,18,---------,---------,+55-16-16348853,---------
22346,1318,2022-02-02 22:22:21,data,0,0,77,---------,---------,+55-16-16348853,---------
22347,1318,2022-04-09 00:43:10,call,43,0,0,---------,incoming,+55-43-43400822,+55-16-16348853
22348,1318,2022-03-04 17:22:56,sms,0,1,0,roaming,incoming,+55-33-33178102,+55-16-16348853
22349,1318,2022-03-14 13:16:29,call,39,0,0,---------,outgoing,+55-16-16348853,+55-17-17208402
22350,1318,2022-04-26 17:17:54,data,0,0,178,---------,---------,+55-16-16348853,---------
22351,1318,2022-04-04 02:27:43,data,0,0,59,---------,---------,+55-16-16348853,---------
22352,1318,2022-04-16 06:58:10,data,0,0,105,---------,---------,+55-16-16348853,---------
22353,1318,2022-03-18 21:02:42,sms,0,1,0,---------,incoming,+55-65-65264010,+55-16-16348853
22354,1318,2022-02-15 01:11:55,sms,0,1,0,---------,incoming,+55-48-48645365,+55-16-16348853
22355,1318,2022-04-09 14:09:45,sms,0,1,0,---------,outgoing,+55-16-16348853,+55-68-68577760
22356,1318,2022-02-24 16:29:00,call,8,0,0,---------,outgoing,+55-16-16348853,+55-08-08687727
22357,1318,2022-02-26 03:38:50,call,29,0,0,---------,incoming,+55-00-00168350,+55-16-16348853
22358,1318,2022-03-13 16:24:49,data,0,0,44,---------,---------,+55-16-16348853,---------
22359,1318,2022-03-25 06:10:32,sms,0,1,0,---------,incoming,+55-77-77826101,+55-16-16348853
22360,1318,2022-03-14 23:44:03,sms,0,1,0,---------,outgoing,+55-16-16348853,+55-30-30563525
22361,1319,2022-03-25 16:07:02,call,32,0,0,---------,outgoing,+55-16-16348853,+55-73-73848211
22362,1319,2022-02-27 07:06:43,call,22,0,0,---------,incoming,+55-56-56211467,+55-16-16348853
22363,1319,2022-02-05 22:48:46,call,16,0,0,---------,outgoing,+55-16-16348853,+55-72-72054760
22364,1319,2022-04-05 12:04:05,sms,0,1,0,---------,incoming,+55-08-08320724,+55-16-16348853
22365,1319,2022-04-26 02:29:42,data,0,0,66,---------,---------,+55-16-16348853,---------
22366,1319,2022-04-19 03:49:06,data,0,0,148,---------,---------,+55-16-16348853,---------
22367,1319,2022-02-27 13:01:40,call,37,0,0,---------,incoming,+55-25-25808825,+55-16-16348853
22368,1319,2022-04-01 22:37:38,sms,0,1,0,---------,outgoing,+55-16-16348853,+55-44-44162341
22369,1319,2022-02-24 05:27:23,data,0,0,166,roaming,---------,+55-16-16348853,---------
22370,1319,2022-03-14 04:02:19,sms,0,1,0,---------,incoming,+55-35-35155352,+55-16-16348853
22371,1319,2022-04-28 15:14:24,call,35,0,0,---------,incoming,+55-36-36167644,+55-16-16348853
22372,1319,2022-03-18 01:14:42,data,0,0,166,roaming,---------,+55-16-16348853,---------
22373,1319,2022-04-25 06:12:28,sms,0,1,0,---------,incoming,+55-44-44116245,+55-16-16348853
22374,1319,2022-02-14 07:41:18,call,41,0,0,---------,outgoing,+55-16-16348853,+55-36-36581812
22375,1319,2022-02-23 19:25:00,data,0,0,169,roaming,---------,+55-16-16348853,---------
22376,1319,2022-03-21 04:34:07,sms,0,1,0,---------,outgoing,+55-16-16348853,+55-07-07060832
22377,1319,2022-04-14 11:59:14,data,0,0,120,---------,---------,+55-16-16348853,---------
22378,1319,2022-03-06 21:44:13,sms,0,1,0,---------,incoming,+55-11-11728064,+55-16-16348853
22379,1319,2022-03-11 07:45:55,call,41,0,0,---------,outgoing,+55-16-16348853,+55-33-33467865
22380,1320,2022-02-07 21:47:04,sms,0,1,0,---------,outgoing,+55-42-42872167,+55-58-58801350
22381,1320,2022-02-21 00:13:02,call,42,0,0,---------,outgoing,+55-42-42872167,+55-62-62004853
22382,1320,2022-02-03 15:58:15,data,0,0,3,---------,---------,+55-42-42872167,---------
22383,1320,2022-04-14 22:52:08,call,49,0,0,---------,incoming,+55-05-05248781,+55-42-42872167
22384,1320,2022-02-03 06:05:31,call,25,0,0,---------,incoming,+55-20-20286350,+55-42-42872167
22385,1320,2022-04-23 05:39:13,call,47,0,0,---------,incoming,+55-12-12154703,+55-42-42872167
22386,1320,2022-04-04 14:45:17,call,16,0,0,---------,incoming,+55-64-64632480,+55-42-42872167
22387,1320,2022-02-13 02:16:50,call,1,0,0,---------,incoming,+55-06-06325036,+55-42-42872167
22388,1320,2022-02-25 03:52:27,data,0,0,153,---------,---------,+55-42-42872167,---------
22389,1320,2022-04-11 00:09:10,call,14,0,0,---------,outgoing,+55-42-42872167,+55-06-06618536
22390,1320,2022-04-12 05:07:10,data,0,0,129,---------,---------,+55-42-42872167,---------
22391,1320,2022-03-20 17:28:57,call,2,0,0,roaming,incoming,+55-27-27336023,+55-42-42872167
22392,1320,2022-03-18 00:13:07,call,43,0,0,---------,outgoing,+55-42-42872167,+55-63-63782682
22393,1320,2022-03-13 05:06:47,data,0,0,118,---------,---------,+55-42-42872167,---------
22394,1320,2022-03-22 12:38:55,sms,0,1,0,---------,incoming,+55-38-38712351,+55-42-42872167
22395,1320,2022-04-11 15:50:09,sms,0,1,0,roaming,incoming,+55-36-36075152,+55-42-42872167
22396,1320,2022-04-10 12:49:55,data,0,0,50,---------,---------,+55-42-42872167,---------
22397,1320,2022-02-02 07:17:51,call,34,0,0,---------,incoming,+55-02-02573305,+55-42-42872167
22398,1320,2022-04-27 07:42:30,call,35,0,0,---------,outgoing,+55-42-42872167,+55-20-20061762
22399,1321,2022-02-19 14:21:59,call,14,0,0,---------,outgoing,+55-21-21676257,+55-61-61305867
22400,1321,2022-02-11 14:04:03,sms,0,1,0,---------,outgoing,+55-21-21676257,+55-13-13584330
22401,1321,2022-02-04 19:11:47,data,0,0,159,---------,---------,+55-21-21676257,---------
22402,1321,2022-03-20 23:29:53,data,0,0,30,---------,---------,+55-21-21676257,---------
22403,1321,2022-03-15 19:46:08,call,7,0,0,roaming,incoming,+303-95-71225253,+55-21-21676257
22404,1321,2022-02-09 16:44:29,data,0,0,106,---------,---------,+55-21-21676257,---------
22405,1321,2022-03-16 15:52:46,data,0,0,63,roaming,---------,+55-21-21676257,---------
22406,1321,2022-03-16 13:29:13,call,7,0,0,---------,outgoing,+55-21-21676257,+55-81-81602551
22407,1321,2022-03-30 12:12:57,data,0,0,175,---------,---------,+55-21-21676257,---------
22408,1321,2022-04-04 15:19:47,data,0,0,112,---------,---------,+55-21-21676257,---------
22409,1321,2022-02-11 02:19:32,sms,0,1,0,---------,incoming,+55-36-36583563,+55-21-21676257
22410,1321,2022-03-05 15:28:19,data,0,0,23,---------,---------,+55-21-21676257,---------
22411,1321,2022-04-16 03:20:27,call,1,0,0,---------,incoming,+55-13-13707216,+55-21-21676257
22412,1321,2022-04-19 20:59:05,call,18,0,0,roaming,outgoing,+55-21-21676257,+55-53-53504055
22413,1321,2022-03-16 16:57:39,call,30,0,0,---------,incoming,+55-31-31640123,+55-21-21676257
22414,1321,2022-04-15 01:47:18,call,9,0,0,---------,outgoing,+55-21-21676257,+55-08-08888502
22415,1321,2022-04-06 18:36:13,sms,0,1,0,---------,outgoing,+55-21-21676257,+55-83-83764510
22416,1321,2022-03-25 22:28:50,sms,0,1,0,---------,outgoing,+55-21-21676257,+692-71-10720036
22417,1321,2022-03-27 19:38:20,sms,0,1,0,---------,outgoing,+55-21-21676257,+55-65-65264010
22418,1322,2022-04-20 17:29:11,sms,0,1,0,---------,incoming,+55-71-71314471,+55-22-22318321
22419,1322,2022-02-23 20:22:07,sms,0,1,0,---------,outgoing,+55-22-22318321,+55-53-53880270
22420,1322,2022-03-14 13:41:01,call,12,0,0,---------,incoming,+55-76-76183315,+55-22-22318321
22421,1322,2022-04-06 03:40:12,data,0,0,148,roaming,---------,+55-22-22318321,---------
22422,1322,2022-04-06 01:21:56,data,0,0,124,---------,---------,+55-22-22318321,---------
22423,1322,2022-02-12 04:49:12,data,0,0,10,---------,---------,+55-22-22318321,---------
22424,1322,2022-02-06 06:36:28,data,0,0,194,---------,---------,+55-22-22318321,---------
22425,1322,2022-02-20 22:15:18,data,0,0,179,---------,---------,+55-22-22318321,---------
22426,1322,2022-03-10 11:36:11,call,35,0,0,---------,incoming,+55-24-24822306,+55-22-22318321
22427,1322,2022-02-08 06:06:25,sms,0,1,0,---------,outgoing,+55-22-22318321,+55-65-65501832
22428,1322,2022-04-18 10:25:48,data,0,0,123,---------,---------,+55-22-22318321,---------
22429,1322,2022-04-09 04:16:56,sms,0,1,0,---------,outgoing,+55-22-22318321,+55-11-11042471
22430,1322,2022-03-04 10:19:33,call,5,0,0,---------,incoming,+55-48-48645365,+55-22-22318321
22431,1322,2022-03-26 09:36:08,data,0,0,32,---------,---------,+55-22-22318321,---------
22432,1322,2022-02-14 01:01:13,call,1,0,0,---------,incoming,+55-75-75183671,+55-22-22318321
22433,1322,2022-03-14 20:07:59,data,0,0,160,---------,---------,+55-22-22318321,---------
22434,1322,2022-03-16 15:08:48,call,33,0,0,---------,outgoing,+55-22-22318321,+55-64-64224454
22435,1322,2022-02-12 12:55:23,call,28,0,0,---------,incoming,+55-74-74506220,+55-22-22318321
22436,1322,2022-03-02 16:36:51,data,0,0,153,---------,---------,+55-22-22318321,---------
22437,1323,2022-02-25 09:56:38,call,18,0,0,---------,incoming,+55-86-86032803,+55-22-22318321
22438,1323,2022-04-01 22:11:45,sms,0,1,0,---------,outgoing,+55-22-22318321,+55-77-77221070
22439,1323,2022-04-24 15:14:44,data,0,0,146,---------,---------,+55-22-22318321,---------
22440,1323,2022-04-21 11:58:25,data,0,0,166,---------,---------,+55-22-22318321,---------
22441,1323,2022-03-24 04:06:07,call,23,0,0,---------,incoming,+55-66-66385683,+55-22-22318321
22442,1323,2022-02-03 03:46:33,data,0,0,139,---------,---------,+55-22-22318321,---------
22443,1323,2022-03-11 07:22:54,call,39,0,0,---------,incoming,+55-82-82484613,+55-22-22318321
22444,1323,2022-03-13 10:56:15,sms,0,1,0,---------,incoming,+55-73-73755260,+55-22-22318321
22445,1323,2022-04-15 14:48:21,call,48,0,0,---------,incoming,+55-73-73630118,+55-22-22318321
22446,1323,2022-03-11 16:05:32,data,0,0,15,roaming,---------,+55-22-22318321,---------
22447,1323,2022-02-26 20:50:01,call,34,0,0,---------,outgoing,+55-22-22318321,+55-27-27170841
22448,1323,2022-03-04 12:22:11,data,0,0,116,---------,---------,+55-22-22318321,---------
22449,1323,2022-03-15 16:55:27,call,48,0,0,---------,outgoing,+55-22-22318321,+55-36-36761471
22450,1323,2022-04-01 20:45:38,data,0,0,75,---------,---------,+55-22-22318321,---------
22451,1323,2022-04-01 15:35:19,call,34,0,0,---------,incoming,+55-84-84337288,+55-22-22318321
22452,1324,2022-04-26 08:16:14,data,0,0,158,---------,---------,+55-22-22318321,---------
22453,1324,2022-04-27 18:40:25,data,0,0,181,---------,---------,+55-22-22318321,---------
22454,1324,2022-03-21 00:48:29,data,0,0,92,---------,---------,+55-22-22318321,---------
22455,1324,2022-03-09 08:16:24,data,0,0,144,---------,---------,+55-22-22318321,---------
22456,1324,2022-02-14 06:02:54,call,15,0,0,---------,outgoing,+55-22-22318321,+55-25-25254265
22457,1324,2022-03-15 09:04:33,data,0,0,165,---------,---------,+55-22-22318321,---------
22458,1324,2022-02-10 12:27:19,call,7,0,0,---------,outgoing,+55-22-22318321,+55-52-52038513
22459,1324,2022-03-16 09:52:04,data,0,0,140,---------,---------,+55-22-22318321,---------
22460,1324,2022-03-22 14:17:05,data,0,0,169,---------,---------,+55-22-22318321,---------
22461,1324,2022-04-23 08:22:02,sms,0,1,0,---------,incoming,+55-28-28828374,+55-22-22318321
22462,1324,2022-02-10 03:53:07,call,16,0,0,---------,outgoing,+55-22-22318321,+55-74-74610806
22463,1324,2022-04-08 04:55:31,data,0,0,38,---------,---------,+55-22-22318321,---------
22464,1324,2022-04-24 14:39:53,data,0,0,101,---------,---------,+55-22-22318321,---------
22465,1324,2022-03-02 23:35:27,data,0,0,116,---------,---------,+55-22-22318321,---------
22466,1324,2022-02-21 19:27:45,sms,0,1,0,---------,incoming,+55-37-37813822,+55-22-22318321
22467,1324,2022-02-24 09:43:08,call,36,0,0,---------,incoming,+55-21-21553172,+55-22-22318321
22468,1324,2022-04-15 08:55:49,sms,0,1,0,---------,incoming,+55-43-43160334,+55-22-22318321
22469,1325,2022-03-26 10:19:29,data,0,0,51,---------,---------,+55-23-23084816,---------
22470,1325,2022-02-28 15:44:58,data,0,0,87,---------,---------,+55-23-23084816,---------
22471,1325,2022-04-15 10:17:07,sms,0,1,0,---------,outgoing,+55-23-23084816,+55-73-73733833
22472,1325,2022-04-08 14:25:18,sms,0,1,0,---------,incoming,+282-24-65555559,+55-23-23084816
22473,1325,2022-03-01 14:30:13,data,0,0,23,---------,---------,+55-23-23084816,---------
22474,1325,2022-04-16 19:47:25,call,29,0,0,---------,incoming,+55-42-42872167,+55-23-23084816
22475,1325,2022-03-26 03:09:23,data,0,0,135,---------,---------,+55-23-23084816,---------
22476,1325,2022-02-25 17:26:57,sms,0,1,0,---------,incoming,+998-97-37518843,+55-23-23084816
22477,1325,2022-02-19 00:45:44,call,49,0,0,---------,incoming,+55-75-75476848,+55-23-23084816
22478,1325,2022-03-06 14:02:20,call,34,0,0,---------,incoming,+55-31-31303402,+55-23-23084816
22479,1325,2022-03-24 13:09:54,sms,0,1,0,---------,incoming,+55-56-56337016,+55-23-23084816
22480,1325,2022-03-05 05:13:30,call,20,0,0,---------,incoming,+884-69-55030810,+55-23-23084816
22481,1325,2022-04-06 12:58:48,sms,0,1,0,---------,outgoing,+55-23-23084816,+55-17-17657267
22482,1325,2022-02-09 14:39:40,data,0,0,48,---------,---------,+55-23-23084816,---------
22483,1325,2022-03-09 15:44:05,sms,0,1,0,roaming,outgoing,+55-23-23084816,+55-50-50514317
22484,1325,2022-02-01 12:42:20,call,16,0,0,---------,incoming,+55-15-15404782,+55-23-23084816
22485,1325,2022-03-29 15:28:44,sms,0,1,0,---------,outgoing,+55-23-23084816,+371-66-36479359
22486,1325,2022-04-01 23:29:08,sms,0,1,0,---------,incoming,+55-74-74382106,+55-23-23084816
22487,1325,2022-03-23 14:39:22,data,0,0,128,---------,---------,+55-23-23084816,---------
22488,1326,2022-04-14 06:33:48,data,0,0,113,---------,---------,+55-23-23084816,---------
22489,1326,2022-03-29 16:05:48,data,0,0,29,---------,---------,+55-23-23084816,---------
22490,1326,2022-04-07 20:51:49,call,26,0,0,---------,outgoing,+55-23-23084816,+55-68-68577760
22491,1326,2022-02-18 19:21:37,data,0,0,140,---------,---------,+55-23-23084816,---------
22492,1326,2022-04-16 00:28:49,sms,0,1,0,---------,incoming,+55-16-16075668,+55-23-23084816
22493,1326,2022-03-24 05:37:01,data,0,0,177,---------,---------,+55-23-23084816,---------
22494,1326,2022-03-05 00:35:20,data,0,0,21,---------,---------,+55-23-23084816,---------
22495,1326,2022-03-23 09:09:11,data,0,0,133,---------,---------,+55-23-23084816,---------
22496,1326,2022-03-27 22:58:55,call,31,0,0,---------,outgoing,+55-23-23084816,+55-75-75476848
22497,1326,2022-03-24 07:22:25,sms,0,1,0,---------,incoming,+55-12-12206078,+55-23-23084816
22498,1326,2022-04-21 15:05:29,data,0,0,24,---------,---------,+55-23-23084816,---------
22499,1326,2022-02-06 14:14:31,call,39,0,0,---------,outgoing,+55-23-23084816,+55-35-35634545
22500,1326,2022-03-20 16:49:08,sms,0,1,0,---------,incoming,+881-81-75473146,+55-23-23084816
22501,1326,2022-03-25 20:31:16,sms,0,1,0,---------,incoming,+55-22-22524683,+55-23-23084816
22502,1326,2022-02-02 21:48:11,sms,0,1,0,---------,incoming,+55-84-84065513,+55-23-23084816
22503,1326,2022-04-22 12:56:09,data,0,0,74,roaming,---------,+55-23-23084816,---------
22504,1326,2022-03-20 12:49:24,call,41,0,0,---------,outgoing,+55-23-23084816,+55-28-28745640
22505,1326,2022-03-12 23:11:15,call,1,0,0,---------,outgoing,+55-23-23084816,+55-66-66503638
22506,1327,2022-03-09 01:03:08,call,31,0,0,---------,outgoing,+55-23-23084816,+55-10-10283687
22507,1327,2022-03-04 23:29:59,data,0,0,75,---------,---------,+55-23-23084816,---------
22508,1327,2022-02-19 01:42:32,call,31,0,0,---------,outgoing,+55-23-23084816,+55-34-34660017
22509,1327,2022-04-14 23:43:29,call,33,0,0,---------,incoming,+55-71-71228423,+55-23-23084816
22510,1327,2022-02-10 17:49:23,data,0,0,86,---------,---------,+55-23-23084816,---------
22511,1327,2022-02-07 19:29:10,call,18,0,0,---------,incoming,+55-48-48432030,+55-23-23084816
22512,1327,2022-04-07 19:42:21,data,0,0,135,roaming,---------,+55-23-23084816,---------
22513,1327,2022-04-04 02:04:26,call,41,0,0,roaming,outgoing,+55-23-23084816,+55-85-85808181
22514,1327,2022-02-21 22:52:59,call,31,0,0,---------,incoming,+55-80-80805187,+55-23-23084816
22515,1327,2022-03-07 04:31:14,sms,0,1,0,---------,incoming,+55-50-50460586,+55-23-23084816
22516,1327,2022-04-18 02:14:47,call,2,0,0,---------,outgoing,+55-23-23084816,+55-03-03546224
22517,1327,2022-02-18 18:46:46,call,39,0,0,---------,outgoing,+55-23-23084816,+55-47-47438621
22518,1327,2022-03-10 10:01:57,data,0,0,155,---------,---------,+55-23-23084816,---------
22519,1327,2022-03-13 14:32:11,call,29,0,0,---------,outgoing,+55-23-23084816,+55-71-71314471
22520,1327,2022-03-09 11:11:25,sms,0,1,0,---------,outgoing,+55-23-23084816,+55-83-83340537
22521,1327,2022-02-27 04:01:31,call,30,0,0,---------,incoming,+55-46-46887463,+55-23-23084816
22522,1328,2022-03-14 09:49:05,data,0,0,41,---------,---------,+55-23-23084816,---------
22523,1328,2022-04-22 21:11:47,sms,0,1,0,---------,outgoing,+55-23-23084816,+55-32-32445142
22524,1328,2022-02-27 22:41:03,sms,0,1,0,---------,incoming,+55-02-02322050,+55-23-23084816
22525,1328,2022-02-03 04:08:16,call,47,0,0,---------,incoming,+55-07-07138672,+55-23-23084816
22526,1328,2022-02-17 14:39:14,sms,0,1,0,---------,outgoing,+55-23-23084816,+55-32-32640688
22527,1328,2022-04-25 00:11:55,data,0,0,148,---------,---------,+55-23-23084816,---------
22528,1328,2022-02-02 12:04:43,sms,0,1,0,---------,incoming,+55-26-26177287,+55-23-23084816
22529,1328,2022-03-07 23:07:57,data,0,0,22,---------,---------,+55-23-23084816,---------
22530,1328,2022-04-03 15:12:42,call,45,0,0,---------,incoming,+55-86-86756852,+55-23-23084816
22531,1328,2022-03-06 18:03:04,data,0,0,151,---------,---------,+55-23-23084816,---------
22532,1328,2022-04-10 10:57:14,sms,0,1,0,---------,outgoing,+55-23-23084816,+55-12-12828438
22533,1328,2022-03-12 10:40:26,data,0,0,74,---------,---------,+55-23-23084816,---------
22534,1328,2022-03-14 15:23:47,data,0,0,11,---------,---------,+55-23-23084816,---------
22535,1328,2022-04-17 04:13:25,call,7,0,0,---------,incoming,+55-72-72446808,+55-23-23084816
22536,1328,2022-03-05 05:26:45,call,6,0,0,---------,outgoing,+55-23-23084816,+55-65-65767548
22537,1328,2022-02-11 06:14:51,data,0,0,100,---------,---------,+55-23-23084816,---------
22538,1328,2022-02-05 08:18:01,data,0,0,138,---------,---------,+55-23-23084816,---------
22539,1328,2022-04-13 21:54:44,data,0,0,2,---------,---------,+55-23-23084816,---------
22540,1329,2022-02-02 20:19:11,call,45,0,0,---------,incoming,+55-28-28300884,+55-58-58145023
22541,1329,2022-03-10 08:44:36,sms,0,1,0,---------,outgoing,+55-58-58145023,+55-72-72054760
22542,1329,2022-02-27 00:47:32,sms,0,1,0,roaming,incoming,+55-15-15007328,+55-58-58145023
22543,1329,2022-02-11 16:54:06,data,0,0,59,---------,---------,+55-58-58145023,---------
22544,1329,2022-03-15 05:56:03,sms,0,1,0,---------,outgoing,+55-58-58145023,+55-00-00037426
22545,1329,2022-03-10 14:52:36,sms,0,1,0,roaming,outgoing,+55-58-58145023,+55-81-81585342
22546,1329,2022-02-09 11:28:20,data,0,0,47,---------,---------,+55-58-58145023,---------
22547,1329,2022-02-24 19:42:27,data,0,0,89,---------,---------,+55-58-58145023,---------
22548,1329,2022-04-22 13:05:14,sms,0,1,0,---------,incoming,+55-54-54112041,+55-58-58145023
22549,1329,2022-04-03 04:51:30,call,7,0,0,---------,outgoing,+55-58-58145023,+55-06-06514400
22550,1329,2022-03-21 15:14:35,call,29,0,0,---------,outgoing,+55-58-58145023,+55-85-85257072
22551,1329,2022-03-14 12:25:08,sms,0,1,0,roaming,incoming,+55-00-00423221,+55-58-58145023
22552,1329,2022-04-16 12:40:55,sms,0,1,0,---------,incoming,+55-15-15472104,+55-58-58145023
22553,1329,2022-02-06 19:53:45,call,12,0,0,---------,outgoing,+55-58-58145023,+836-25-56255491
22554,1329,2022-02-03 15:06:11,data,0,0,54,---------,---------,+55-58-58145023,---------
22555,1329,2022-04-02 23:34:53,sms,0,1,0,---------,outgoing,+55-58-58145023,+55-28-28248736
22556,1329,2022-02-19 20:04:35,call,18,0,0,---------,outgoing,+55-58-58145023,+55-21-21250146
22557,1330,2022-02-28 06:17:48,call,48,0,0,roaming,incoming,+55-53-53113017,+55-36-36107471
22558,1330,2022-03-12 15:29:03,sms,0,1,0,---------,outgoing,+55-36-36107471,+55-16-16206345
22559,1330,2022-03-10 10:38:39,call,35,0,0,---------,incoming,+55-08-08320724,+55-36-36107471
22560,1330,2022-04-21 07:08:37,sms,0,1,0,---------,outgoing,+55-36-36107471,+55-64-64805856
22561,1330,2022-04-21 08:08:54,call,34,0,0,---------,outgoing,+55-36-36107471,+55-75-75526367
22562,1330,2022-03-16 14:52:29,call,29,0,0,---------,outgoing,+55-36-36107471,+55-36-36583563
22563,1330,2022-04-13 12:35:13,sms,0,1,0,---------,outgoing,+55-36-36107471,+55-84-84003468
22564,1330,2022-03-26 03:15:43,data,0,0,8,---------,---------,+55-36-36107471,---------
22565,1330,2022-03-16 15:59:47,data,0,0,3,---------,---------,+55-36-36107471,---------
22566,1330,2022-03-07 04:30:29,sms,0,1,0,---------,outgoing,+55-36-36107471,+55-75-75183671
22567,1330,2022-03-08 15:48:12,data,0,0,154,---------,---------,+55-36-36107471,---------
22568,1330,2022-04-18 03:04:13,data,0,0,62,---------,---------,+55-36-36107471,---------
22569,1330,2022-03-20 05:17:51,data,0,0,9,---------,---------,+55-36-36107471,---------
22570,1330,2022-02-12 07:19:55,call,22,0,0,---------,incoming,+55-47-47472401,+55-36-36107471
22571,1330,2022-03-18 08:18:44,call,47,0,0,---------,outgoing,+55-36-36107471,+55-48-48645365
22572,1330,2022-02-28 11:31:48,call,5,0,0,---------,incoming,+689-94-51223122,+55-36-36107471
22573,1330,2022-03-26 13:08:22,sms,0,1,0,---------,incoming,+55-46-46423410,+55-36-36107471
22574,1330,2022-02-03 12:41:40,sms,0,1,0,---------,outgoing,+55-36-36107471,+55-37-37542243
22575,1330,2022-03-20 21:37:25,data,0,0,37,---------,---------,+55-36-36107471,---------
22576,1331,2022-02-11 13:17:02,data,0,0,110,---------,---------,+55-36-36107471,---------
22577,1331,2022-04-11 01:13:47,data,0,0,67,---------,---------,+55-36-36107471,---------
22578,1331,2022-04-04 20:06:58,sms,0,1,0,---------,outgoing,+55-36-36107471,+55-12-12284073
22579,1331,2022-04-25 02:33:45,sms,0,1,0,---------,outgoing,+55-36-36107471,+753-19-98890343
22580,1331,2022-04-14 16:34:40,data,0,0,61,---------,---------,+55-36-36107471,---------
22581,1331,2022-03-15 15:01:34,call,11,0,0,---------,outgoing,+55-36-36107471,+55-47-47272075
22582,1331,2022-03-25 09:55:15,sms,0,1,0,---------,incoming,+491-55-75951576,+55-36-36107471
22583,1331,2022-03-26 00:52:22,sms,0,1,0,---------,outgoing,+55-36-36107471,+853-44-97196496
22584,1331,2022-03-21 21:49:32,data,0,0,84,roaming,---------,+55-36-36107471,---------
22585,1331,2022-04-27 11:24:39,sms,0,1,0,---------,outgoing,+55-36-36107471,+55-42-42367317
22586,1331,2022-02-22 11:26:38,sms,0,1,0,---------,incoming,+55-50-50384662,+55-36-36107471
22587,1331,2022-04-07 21:35:48,call,26,0,0,---------,outgoing,+55-36-36107471,+55-65-65830677
22588,1331,2022-03-22 15:13:24,sms,0,1,0,---------,incoming,+55-61-61266475,+55-36-36107471
22589,1331,2022-02-23 22:45:28,call,39,0,0,---------,incoming,+55-21-21553172,+55-36-36107471
22590,1331,2022-03-20 18:12:12,data,0,0,185,roaming,---------,+55-36-36107471,---------
22591,1331,2022-02-26 06:08:38,call,43,0,0,---------,incoming,+55-17-17657267,+55-36-36107471
22592,1331,2022-02-08 10:08:01,data,0,0,186,---------,---------,+55-36-36107471,---------
22593,1331,2022-02-28 14:18:00,data,0,0,101,roaming,---------,+55-36-36107471,---------
22594,1331,2022-03-22 12:25:03,data,0,0,167,---------,---------,+55-36-36107471,---------
22595,1332,2022-04-08 00:05:40,call,24,0,0,---------,incoming,+55-50-50582260,+55-36-36107471
22596,1332,2022-03-01 19:49:34,call,35,0,0,roaming,outgoing,+55-36-36107471,+55-50-50148776
22597,1332,2022-03-05 22:06:56,sms,0,1,0,roaming,incoming,+55-52-52173380,+55-36-36107471
22598,1332,2022-04-30 01:44:13,data,0,0,9,---------,---------,+55-36-36107471,---------
22599,1332,2022-04-10 12:05:32,data,0,0,122,---------,---------,+55-36-36107471,---------
22600,1332,2022-03-14 15:57:25,data,0,0,157,---------,---------,+55-36-36107471,---------
22601,1332,2022-04-27 17:38:21,call,25,0,0,---------,incoming,+55-18-18268843,+55-36-36107471
22602,1332,2022-04-21 00:21:24,sms,0,1,0,---------,incoming,+55-07-07223511,+55-36-36107471
22603,1332,2022-03-20 14:36:52,sms,0,1,0,---------,incoming,+55-83-83338032,+55-36-36107471
22604,1332,2022-03-16 05:44:24,sms,0,1,0,---------,outgoing,+55-36-36107471,+55-38-38727585
22605,1332,2022-04-04 05:23:53,sms,0,1,0,---------,outgoing,+55-36-36107471,+55-70-70385486
22606,1332,2022-03-20 15:06:33,data,0,0,123,---------,---------,+55-36-36107471,---------
22607,1332,2022-04-06 12:17:55,data,0,0,167,---------,---------,+55-36-36107471,---------
22608,1332,2022-04-16 07:55:16,sms,0,1,0,---------,incoming,+55-16-16348853,+55-36-36107471
22609,1332,2022-04-19 22:45:57,sms,0,1,0,---------,incoming,+55-50-50348153,+55-36-36107471
22610,1332,2022-03-24 08:25:02,data,0,0,171,---------,---------,+55-36-36107471,---------
22611,1333,2022-02-11 15:37:50,call,20,0,0,---------,outgoing,+55-36-36107471,+55-74-74284601
22612,1333,2022-03-25 08:50:22,call,3,0,0,---------,outgoing,+55-36-36107471,+55-23-23084816
