customer_id,first_name,last_name,date_of_birth,gender,agree_for_promo,autopay_card,email,msisdn,status,customer_category,customer_since,region,language,termination_date
307,Antonia,Barbosa,1981-02-02,female,Yes,2861501472381781,anto.barbo81@gmail.com,+55-01-01518684,inactive,phyzical,2021-04-01,"[-15.77972,-47.92972]",portuguese,2021-05-29
308,Aline,Oliveira,1989-08-11,female,Yes,5773242473530680,alin.olive89@gmail.com,+55-70-70405752,inactive,phyzical,2020-07-03,"[-23.5475,-46.6361]",portuguese,2021-05-16
309,Franciska,Almeida,1963-12-20,female,No,1110048256052345,fran.almei63@gmail.com,+55-68-68577675,inactive,phyzical,2021-08-14,"[-23.5475,-46.6361]",portuguese,2021-10-25
310,Joao,Barbosa,1998-07-19,male,Yes,6725654142505412,joao.barbo98@gmail.com,+55-78-78126184,active,phyzical,2021-01-27,"[-23.5475,-46.6361]",portuguese,----------
311,Aline,Melo,1963-12-24,female,No,5742823724878575,alin.melo63@gmail.com,+55-68-68816526,active,phyzical,2020-02-06,"[-22.7856,-43.3117]",portuguese,----------
312,Marcia,Silva,1973-04-01,female,No,6170353404001765,marc.silva73@gmail.com,+55-64-64753125,active,phyzical,2021-01-07,"[-23.5475,-46.6361]",portuguese,----------
313,Joao,Melo,1956-11-20,male,Yes,4380253430441541,joao.melo56@gmail.com,+55-28-28137537,inactive,phyzical,2020-03-12,"[-16.6786,-49.2539]",portuguese,2021-06-21
314,Andriana,Rodrigues,1970-09-24,female,Yes,0862458346477353,andr.rodri70@gmail.com,+55-61-61411805,active,phyzical,2021-12-26,"[-23.5475,-46.6361]",portuguese,----------
315,Paulo,Santos,1992-10-17,male,Yes,7675258568783376,paul.santo92@gmail.com,+55-46-46352272,active,phyzical,2021-10-18,"[-22.7856,-43.3117]",portuguese,----------
316,Carlos,Oliveira,1932-03-17,male,Yes,2500674180228008,carl.olive32@gmail.com,+55-64-64632480,active,phyzical,2021-01-28,"[-3.10194,-60.025]",portuguese,----------
317,Antonia,Carvalho,1977-01-08,female,No,6342851437810848,anto.carva77@gmail.com,+55-73-73575553,active,phyzical,2020-11-10,"[-3.71722,-38.5431]",portuguese,----------
318,Luiz,Carvalho,1937-09-16,male,No,5174235788282861,luiz.carva37@gmail.com,+55-70-70558768,active,phyzical,2021-09-19,"[-23.5475,-46.6361]",portuguese,----------
319,Juliana,Barbosa,1989-04-21,female,No,0432853618130107,juli.barbo89@gmail.com,+55-32-32222850,active,phyzical,2020-06-15,"[-23.5475,-46.6361]",portuguese,----------
320,Joao,Carvalho,1965-01-20,male,No,5460266135512610,joao.carva65@gmail.com,+55-17-17850224,active,phyzical,2020-01-09,"[-2.52972,-44.3028]",portuguese,----------
321,Luiz,Oliveira,1969-04-26,male,Yes,6685031705304728,luiz.olive69@gmail.com,+55-07-07130705,active,phyzical,2020-11-19,"[-23.5475,-46.6361]",english,----------
322,Francisco,Almeida,1982-06-24,male,Yes,2305058158377466,fran.almei82@gmail.com,+55-31-31086037,inactive,phyzical,2021-12-09,"[-19.9208,-43.9378]",portuguese,2022-01-23
323,Francisco,Rodrigues,1956-03-18,male,No,8442521555757760,fran.rodri56@gmail.com,+55-12-12206078,active,phyzical,2022-01-11,"[-23.5475,-46.6361]",portuguese,----------
324,Andriana,Ferreira,2003-08-09,female,Yes,5670643438862378,andr.ferre3@gmail.com,+55-05-05463406,active,phyzical,2021-04-11,"[-23.5475,-46.6361]",portuguese,----------
325,Jose,Ferreira,1992-02-18,male,No,5752502714272185,jose.ferre92@gmail.com,+55-80-80730775,active,phyzical,2021-10-07,"[-23.5475,-46.6361]",portuguese,----------
326,Carlos,Silva,1990-08-24,male,No,6831444811588518,carl.silva90@gmail.com,+55-67-67446330,active,phyzical,2020-03-01,"[-19.9208,-43.9378]",portuguese,----------
327,Lucas,Melo,1990-12-17,male,Yes,8218754314444805,luca.melo90@gmail.com,+55-15-15354140,active,phyzical,2022-03-25,"[-15.77972,-47.92972]",portuguese,----------
328,Pedro,Carvalho,1982-05-25,male,Yes,----------,pedr.carva82@gmail.com,+55-88-88181811,active,phyzical,2020-11-03,"[-22.82694,-43.05389]",portuguese,----------
329,Patricia,Ferreira,2000-05-21,female,No,4523257627144720,patr.ferre0@gmail.com,+55-77-77727218,active,phyzical,2020-03-31,"[-22.9056,-47.0608]",portuguese,----------
330,Marcos,Pereira,1947-11-02,male,No,----------,marc.perei47@gmail.com,+55-15-15002070,active,phyzical,2022-04-29,"[-22.9064,-43.1822]",portuguese,----------
331,Patricia,Almeida,1975-05-29,female,No,----------,patr.almei75@gmail.com,+55-12-12284073,active,phyzical,2020-12-31,"[-23.5475,-46.6361]",portuguese,----------
332,Luiz,Ribeiro,1984-02-20,male,Yes,----------,luiz.ribei84@gmail.com,+55-42-42880224,inactive,phyzical,2021-03-13,"[-22.9064,-43.1822]",portuguese,2021-12-06
333,Marcos,Pereira,1958-09-09,male,Yes,8774888040841408,marc.perei58@gmail.com,+55-07-07286410,active,phyzical,2020-02-14,"[-9.66583,-35.7353]",portuguese,----------
334,Carlos,Santos,1988-08-21,male,Yes,5854340283113164,carl.santo88@gmail.com,+55-50-50474435,active,phyzical,2020-11-23,"[-12.9711,-38.5108]",portuguese,----------
335,Patricia,Sousa,1974-06-16,female,Yes,3318211027214203,patr.sousa74@gmail.com,+55-36-36040133,active,phyzical,2020-08-21,"[-5.08917,-42.8019]",portuguese,----------
336,Francisco,Silva,1958-05-08,male,Yes,5016504546117436,fran.silva58@gmail.com,+55-72-72616461,active,phyzical,2021-02-05,"[-23.5475,-46.6361]",portuguese,----------
337,Marcia,Araujo,1997-01-26,female,Yes,5446450316671548,marc.arauj97@gmail.com,+55-56-56337016,active,phyzical,2020-08-28,"[-23.5475,-46.6361]",portuguese,----------
338,Franciska,Sousa,1992-03-09,female,Yes,2831552237040502,fran.sousa92@gmail.com,+55-53-53504055,active,phyzical,2020-02-01,"[-8.05389,-34.8811]",portuguese,----------
339,Jose,Oliveira,1989-05-14,male,Yes,6810143484002340,jose.olive89@gmail.com,+55-76-76211801,active,phyzical,2021-11-18,"[-22.9064,-43.1822]",portuguese,----------
340,Pedro,Costa,1976-10-21,male,Yes,1231514837001175,pedr.costa76@gmail.com,+55-88-88537218,active,phyzical,2020-07-26,"[-15.77972,-47.92972]",portuguese,----------
341,Patricia,Lima,1948-10-02,female,No,3300103115333203,patr.lima48@gmail.com,+55-18-18387478,inactive,phyzical,2020-09-07,"[-10.9111,-37.0717]",portuguese,2021-05-03
342,Fernanda,Oliveira,1990-12-04,female,Yes,3845484302664553,fern.olive90@gmail.com,+55-85-85565562,inactive,phyzical,2020-07-10,"[-23.5475,-46.6361]",portuguese,2021-04-03
343,Lucas,Gomes,1984-07-12,male,Yes,8227686035472722,luca.gomes84@gmail.com,+55-73-73512680,active,phyzical,2020-09-09,"[-25.4278,-49.2731]",portuguese,----------
344,Marcos,Alves,1980-08-08,male,No,3483413528354211,marc.alves80@gmail.com,+55-22-22868337,active,phyzical,2021-08-08,"[-3.71722,-38.5431]",portuguese,----------
345,Patricia,Sousa,1976-03-20,female,No,4805102871237433,patr.sousa76@gmail.com,+55-24-24311553,active,phyzical,2020-03-06,"[-5.08917,-42.8019]",portuguese,----------
346,Ana,Costa,1966-05-03,female,Yes,4407628406526556,ana.costa66@gmail.com,+55-31-31640123,active,business,2020-08-30,"[-23.5475,-46.6361]",english,----------
347,Aline,Melo,1997-11-23,female,No,5762181402883430,alin.melo97@gmail.com,+55-42-42367317,active,phyzical,2021-10-02,"[-22.9064,-43.1822]",portuguese,----------
348,Carlos,Ferreira,1972-02-04,male,No,----------,carl.ferre72@gmail.com,+55-62-62437215,active,phyzical,2020-05-05,"[-12.9711,-38.5108]",portuguese,----------
349,Lucas,Pereira,1943-11-20,male,No,2045338513011268,luca.perei43@gmail.com,+55-63-63880410,active,phyzical,2021-06-11,"[-12.9711,-38.5108]",portuguese,----------
350,Francisco,Ferreira,1981-08-04,male,No,6303323468532741,fran.ferre81@gmail.com,+55-74-74721701,active,phyzical,2021-12-18,"[-22.9064,-43.1822]",portuguese,----------
351,Antonia,Cardoso,1994-02-20,female,Yes,3005743454052471,anto.cardo94@gmail.com,+55-22-22475357,active,phyzical,2020-11-26,"[-23.5475,-46.6361]",portuguese,----------
352,Antonia,Melo,1975-05-19,female,Yes,6243661464220461,anto.melo75@gmail.com,+55-44-44248201,active,phyzical,2021-03-15,"[-3.71722,-38.5431]",portuguese,----------
353,Fernanda,Rodrigues,1967-07-30,female,Yes,1676146815523601,fern.rodri67@gmail.com,+55-11-11172567,active,phyzical,2020-12-20,"[-23.5475,-46.6361]",portuguese,----------
354,Joao,Gomes,1960-10-29,male,Yes,4634122383770516,joao.gomes60@gmail.com,+55-87-87168715,inactive,phyzical,2020-03-11,"[-3.71722,-38.5431]",portuguese,2020-04-11
355,Marcia,Carvalho,1997-10-23,female,Yes,----------,marc.carva97@gmail.com,+55-43-43662100,active,phyzical,2022-04-09,"[-3.71722,-38.5431]",portuguese,----------
356,Marcos,Pereira,1947-05-23,male,No,----------,marc.perei47@gmail.com,+55-28-28745640,active,phyzical,2021-07-17,"[-23.5475,-46.6361]",portuguese,----------
357,Joao,Gomes,1924-02-16,male,Yes,8681857103664562,joao.gomes24@gmail.com,+55-43-43375585,active,phyzical,2021-02-04,"[-30.0328,-51.2302]",portuguese,----------
358,Carlos,Ferreira,1979-05-26,male,Yes,4781864654116740,carl.ferre79@gmail.com,+55-80-80328788,active,phyzical,2022-03-28,"[-23.5475,-46.6361]",portuguese,----------
359,Andriana,Gomes,1964-11-27,female,Yes,----------,andr.gomes64@gmail.com,+55-36-36416836,active,phyzical,2020-07-10,"[-15.77972,-47.92972]",portuguese,----------
360,Joao,Costa,1972-11-05,male,Yes,----------,joao.costa72@gmail.com,+55-44-44585738,active,phyzical,2021-02-01,"[-23.5475,-46.6361]",portuguese,----------
361,Joao,Barbosa,1997-05-14,male,Yes,2053551376815636,joao.barbo97@gmail.com,+55-45-45073131,inactive,phyzical,2020-10-31,"[-23.5475,-46.6361]",portuguese,2021-02-08
362,Marcos,Melo,1992-05-24,male,Yes,2827116313310224,marc.melo92@gmail.com,+55-54-54278218,active,phyzical,2021-10-23,"[-1.45583,-48.5044]",portuguese,----------
363,Antonio,Cardoso,1994-07-14,male,Yes,----------,anto.cardo94@gmail.com,+55-34-34041736,active,phyzical,2021-05-22,"[-22.82694,-43.05389]",portuguese,----------
364,Francisco,Alves,1992-12-11,male,No,----------,fran.alves92@gmail.com,+55-17-17366644,active,phyzical,2020-02-07,"[-3.10194,-60.025]",portuguese,----------
365,Carlos,Araujo,1978-01-24,male,Yes,----------,carl.arauj78@gmail.com,+55-08-08756448,active,phyzical,2022-04-09,"[-25.4278,-49.2731]",portuguese,----------
366,Paulo,Cardoso,1988-08-27,male,Yes,----------,paul.cardo88@gmail.com,+55-81-81065220,active,phyzical,2022-04-09,"[-22.9064,-43.1822]",portuguese,----------
367,Antonia,Cardoso,1982-05-15,female,Yes,3661658836147786,anto.cardo82@gmail.com,+55-24-24853048,active,phyzical,2021-12-13,"[-22.9064,-43.1822]",portuguese,----------
368,Patricia,Pereira,1985-03-31,female,No,0516483871702164,patr.perei85@gmail.com,+55-26-26661114,active,phyzical,2021-02-28,"[-15.77972,-47.92972]",portuguese,----------
369,Lucas,Araujo,1999-09-18,male,Yes,2568803540741606,luca.arauj99@gmail.com,+55-38-38712351,inactive,phyzical,2020-03-17,"[-23.5475,-46.6361]",portuguese,2022-01-20
370,Juliana,Melo,1970-08-21,female,Yes,5735111823052328,juli.melo70@gmail.com,+55-04-04671640,active,phyzical,2021-01-30,"[-22.9064,-43.1822]",portuguese,----------
371,Carlos,Melo,1985-01-23,male,Yes,2033243768845648,carl.melo85@gmail.com,+55-00-00624871,inactive,phyzical,2020-12-28,"[-18.9186,-48.2772]",portuguese,2021-03-14
372,Patricia,Ferreira,2000-12-02,female,Yes,2027627625874046,patr.ferre0@gmail.com,+55-50-50460586,active,phyzical,2022-01-02,"[-16.6786,-49.2539]",portuguese,----------
373,Joao,Barbosa,1988-01-18,male,Yes,8542737560231518,joao.barbo88@gmail.com,+55-38-38751128,active,phyzical,2021-12-30,"[-22.7856,-43.3117]",portuguese,----------
374,Juliana,Gomes,1979-03-08,female,No,----------,juli.gomes79@gmail.com,+55-86-86032803,inactive,phyzical,2020-07-15,"[-23.5475,-46.6361]",portuguese,2021-04-15
375,Antonio,Melo,1979-12-08,male,Yes,----------,anto.melo79@gmail.com,+55-52-52386171,active,phyzical,2020-02-24,"[-1.45583,-48.5044]",portuguese,----------
376,Patricia,Melo,2003-08-16,female,Yes,2360088638722405,patr.melo3@gmail.com,+55-35-35634545,active,phyzical,2021-03-20,"[-23.5475,-46.6361]",portuguese,----------
377,Jose,Almeida,1970-10-17,male,No,8771124301544812,jose.almei70@gmail.com,+55-66-66503638,inactive,phyzical,2020-12-22,"[-23.5475,-46.6361]",portuguese,2021-06-06
378,Paulo,Cardoso,1989-10-23,male,Yes,----------,paul.cardo89@gmail.com,+55-00-00856321,active,phyzical,2020-01-23,"[-22.9064,-43.1822]",portuguese,----------
379,Paulo,Sousa,1955-12-08,male,Yes,4878172574528050,paul.sousa55@gmail.com,+55-73-73755260,active,phyzical,2020-07-11,"[-22.7856,-43.3117]",portuguese,----------
380,Antonio,Santos,1963-01-03,male,Yes,----------,anto.santo63@gmail.com,+55-81-81755558,active,phyzical,2022-04-29,"[-5.795,-35.2094]",portuguese,----------
381,Lucas,Araujo,1994-02-10,male,Yes,5808305503051300,luca.arauj94@gmail.com,+55-11-11042471,inactive,phyzical,2020-08-27,"[-22.9064,-43.1822]",portuguese,2021-03-18
382,Pedro,Alves,1991-01-02,male,Yes,6882055161257258,pedr.alves91@gmail.com,+55-56-56211467,active,phyzical,2022-01-14,"[-23.4628,-46.5333]",portuguese,----------
383,Aline,Sousa,1988-08-14,female,No,4022161572142860,alin.sousa88@gmail.com,+55-70-70133637,active,phyzical,2022-05-13,"[-25.4278,-49.2731]",portuguese,----------
384,Jose,Sousa,1991-04-14,male,Yes,1887060100803473,jose.sousa91@gmail.com,+55-60-60731058,active,phyzical,2022-03-06,"[-23.5475,-46.6361]",portuguese,----------
385,Patricia,Barbosa,1983-03-15,female,Yes,8606870583682857,patr.barbo83@gmail.com,+55-54-54306006,active,phyzical,2021-11-22,"[-3.71722,-38.5431]",portuguese,----------
386,Antonia,Santos,1995-01-09,female,Yes,3471637573430747,anto.santo95@gmail.com,+55-52-52137512,active,phyzical,2020-08-19,"[-3.71722,-38.5431]",portuguese,----------
387,Aline,Melo,1991-07-24,female,Yes,7548637725507606,alin.melo91@gmail.com,+55-48-48645365,active,phyzical,2020-12-29,"[-12.9711,-38.5108]",portuguese,----------
388,Andriana,Costa,1993-01-05,female,Yes,----------,andr.costa93@gmail.com,+55-31-31303402,active,phyzical,2020-11-25,"[-30.0328,-51.2302]",portuguese,----------
389,Ana,Araujo,1986-06-23,female,Yes,0040217371146700,ana.arauj86@gmail.com,+55-36-36331325,active,phyzical,2020-12-05,"[-16.6786,-49.2539]",portuguese,----------
390,Franciska,Pereira,1986-11-05,female,No,----------,fran.perei86@gmail.com,+55-54-54112041,active,phyzical,2021-07-03,"[-22.9064,-43.1822]",portuguese,----------
391,Marcia,Melo,1992-06-16,female,Yes,6422308781100106,marc.melo92@gmail.com,+55-51-51841373,active,phyzical,2020-09-26,"[-25.4278,-49.2731]",portuguese,----------
392,Joao,Santos,1955-03-17,male,No,4585238604610370,joao.santo55@gmail.com,+55-32-32445142,active,phyzical,2021-10-20,"[-12.9711,-38.5108]",english,----------
393,Fernanda,Ferreira,1988-11-20,female,No,5522458211321135,fern.ferre88@gmail.com,+55-22-22364074,active,phyzical,2022-04-19,"[-22.9064,-43.1822]",portuguese,----------
394,Joao,Sousa,1964-04-21,male,Yes,4462724464473613,joao.sousa64@gmail.com,+55-43-43221742,inactive,phyzical,2020-01-22,"[-23.5475,-46.6361]",portuguese,2021-09-16
395,Marcos,Araujo,1968-03-21,male,No,5216181443005632,marc.arauj68@gmail.com,+55-23-23456032,active,phyzical,2020-06-09,"[-22.9064,-43.1822]",portuguese,----------
396,Juliana,Almeida,1981-12-24,female,Yes,2075816503268617,juli.almei81@gmail.com,+55-06-06768484,active,phyzical,2020-08-13,"[-9.66583,-35.7353]",portuguese,----------
397,Pedro,Alves,2001-11-18,male,Yes,3327531005152470,pedr.alves1@gmail.com,+55-08-08264037,active,phyzical,2022-02-09,"[-15.77972,-47.92972]",portuguese,----------
398,Luiz,Santos,1982-01-28,male,Yes,8844124640042567,luiz.santo82@gmail.com,+55-08-08715102,inactive,phyzical,2020-08-02,"[-23.5475,-46.6361]",portuguese,2021-04-15
399,Aline,Melo,1969-07-28,female,No,----------,alin.melo69@gmail.com,+55-25-25185271,active,phyzical,2020-09-09,"[-23.5475,-46.6361]",portuguese,----------
400,Antonia,Cardoso,2002-02-27,female,Yes,----------,anto.cardo2@gmail.com,+55-13-13602107,active,phyzical,2021-12-31,"[-19.9208,-43.9378]",english,----------
401,Ana,Silva,1975-03-28,female,Yes,2366523534415304,ana.silva75@gmail.com,+55-58-58865312,active,phyzical,2020-07-29,"[-15.77972,-47.92972]",portuguese,----------
402,Marcos,Pereira,1969-03-17,male,Yes,0181215170787272,marc.perei69@gmail.com,+55-54-54360308,active,phyzical,2022-02-03,"[-23.4628,-46.5333]",portuguese,----------
403,Patricia,Martins,1950-06-13,female,No,2277578632174221,patr.marti50@gmail.com,+55-51-51437543,active,phyzical,2022-04-01,"[-23.5475,-46.6361]",portuguese,----------
404,Francisco,Cardoso,1989-09-14,male,Yes,3078778880371514,fran.cardo89@gmail.com,+55-21-21062538,active,phyzical,2021-07-29,"[-23.5475,-46.6361]",portuguese,----------
405,Lucas,Carvalho,1966-09-26,male,No,----------,luca.carva66@gmail.com,+55-28-28185430,inactive,phyzical,2020-05-28,"[-23.5475,-46.6361]",portuguese,2021-11-18
406,Jose,Santos,1973-10-12,male,Yes,5285557206383560,jose.santo73@gmail.com,+55-38-38706750,active,phyzical,2020-07-04,"[-19.9208,-43.9378]",english,----------
407,Jose,Silva,1992-12-22,male,Yes,6508758143472265,jose.silva92@gmail.com,+55-37-37078668,active,phyzical,2021-08-03,"[-23.5475,-46.6361]",portuguese,----------
408,Fernanda,Ferreira,1956-11-28,female,Yes,----------,fern.ferre56@gmail.com,+55-53-53683181,active,phyzical,2022-02-07,"[-22.82694,-43.05389]",portuguese,----------
409,Patricia,Ribeiro,1975-05-03,female,Yes,----------,patr.ribei75@gmail.com,+55-67-67433504,inactive,phyzical,2020-08-26,"[-3.10194,-60.025]",portuguese,2021-10-08
410,Francisco,Ferreira,1998-07-27,male,Yes,5847475720440468,fran.ferre98@gmail.com,+55-36-36143758,active,phyzical,2021-09-07,"[-23.5475,-46.6361]",portuguese,----------
411,Antonio,Sousa,1956-03-28,male,Yes,----------,anto.sousa56@gmail.com,+55-28-28208131,active,phyzical,2021-07-01,"[-3.10194,-60.025]",portuguese,----------
412,Paulo,Alves,1984-12-21,male,Yes,----------,paul.alves84@gmail.com,+55-13-13707216,active,business,2021-05-19,"[-3.71722,-38.5431]",portuguese,----------
413,Carlos,Araujo,1943-02-25,male,Yes,5213781303063847,carl.arauj43@gmail.com,+55-41-41556326,active,phyzical,2020-10-02,"[-23.5475,-46.6361]",english,----------
414,Pedro,Rodrigues,1989-09-13,male,Yes,4712522178733685,pedr.rodri89@gmail.com,+55-78-78182067,inactive,phyzical,2020-04-29,"[-3.10194,-60.025]",portuguese,2021-03-14
415,Maria,Ribeiro,1977-09-29,female,No,4785808140508878,mari.ribei77@gmail.com,+55-26-26371807,active,phyzical,2020-03-20,"[-23.5475,-46.6361]",portuguese,----------
416,Maria,Almeida,1981-05-24,female,No,3318406451824371,mari.almei81@gmail.com,+55-10-10831473,active,phyzical,2021-11-17,"[-23.5475,-46.6361]",portuguese,----------
417,Juliana,Oliveira,1957-01-10,female,No,8080045157401880,juli.olive57@gmail.com,+55-47-47261242,active,phyzical,2020-08-11,"[-3.71722,-38.5431]",portuguese,----------
418,Pedro,Araujo,1963-06-14,male,No,3585046163262526,pedr.arauj63@gmail.com,+55-80-80828653,active,phyzical,2021-12-21,"[-5.795,-35.2094]",portuguese,----------
419,Franciska,Oliveira,1954-11-09,female,No,3315105536148336,fran.olive54@gmail.com,+55-51-51327442,active,phyzical,2020-11-02,"[-23.5475,-46.6361]",portuguese,----------
420,Lucas,Carvalho,2001-01-06,male,Yes,----------,luca.carva1@gmail.com,+55-74-74275236,inactive,phyzical,2021-08-09,"[-3.71722,-38.5431]",portuguese,2022-03-21
421,Pedro,Gomes,2002-12-04,male,Yes,2132183003580224,pedr.gomes2@gmail.com,+55-76-76208158,active,phyzical,2021-08-08,"[-15.77972,-47.92972]",portuguese,----------
422,Juliana,Lima,1984-11-28,female,Yes,6751025502875840,juli.lima84@gmail.com,+55-38-38647526,active,phyzical,2021-04-29,"[-1.45583,-48.5044]",portuguese,----------
423,Lucas,Sousa,1977-09-17,male,No,1750762833708806,luca.sousa77@gmail.com,+55-51-51745230,inactive,phyzical,2020-04-03,"[-8.05389,-34.8811]",portuguese,2020-12-07
424,Maria,Pereira,1978-03-04,female,Yes,0360682217286223,mari.perei78@gmail.com,+55-60-60824736,active,phyzical,2022-03-25,"[-22.9064,-43.1822]",portuguese,----------
425,Pedro,Santos,1976-06-10,male,Yes,0314044777214006,pedr.santo76@gmail.com,+55-41-41646274,active,phyzical,2022-04-28,"[-18.9186,-48.2772]",portuguese,----------
426,Carlos,Almeida,1991-01-12,male,Yes,----------,carl.almei91@gmail.com,+55-14-14367635,inactive,phyzical,2021-12-21,"[-15.77972,-47.92972]",portuguese,2022-01-21
427,Joao,Santos,1952-08-16,male,Yes,1444052660163250,joao.santo52@gmail.com,+55-34-34283050,active,phyzical,2021-11-29,"[-12.9711,-38.5108]",portuguese,----------
428,Patricia,Alves,1966-07-28,female,No,3635243738670868,patr.alves66@gmail.com,+55-13-13852871,active,phyzical,2022-05-09,"[-15.77972,-47.92972]",portuguese,----------
429,Aline,Silva,2001-04-28,female,Yes,----------,alin.silva1@gmail.com,+55-58-58831111,active,phyzical,2021-03-25,"[-23.6639,-46.5383]",portuguese,----------
430,Paulo,Santos,1958-04-23,male,Yes,6645336274508288,paul.santo58@gmail.com,+55-74-74404746,inactive,phyzical,2021-02-21,"[-22.9064,-43.1822]",english,2021-08-13
431,Antonia,Costa,1978-06-24,female,No,5221737231407300,anto.costa78@gmail.com,+55-80-80348688,inactive,phyzical,2021-01-02,"[-3.71722,-38.5431]",portuguese,2021-10-02
432,Marcia,Pereira,1986-07-05,female,No,----------,marc.perei86@gmail.com,+55-32-32512221,active,phyzical,2021-03-02,"[-19.9208,-43.9378]",portuguese,----------
433,Patricia,Pereira,2002-08-21,female,Yes,2667718502661536,patr.perei2@gmail.com,+55-23-23072646,active,phyzical,2020-09-29,"[-19.9208,-43.9378]",english,----------
434,Paulo,Alves,2000-02-01,male,Yes,2464258758084725,paul.alves0@gmail.com,+55-25-25603350,active,phyzical,2020-04-15,"[-12.9711,-38.5108]",portuguese,----------
435,Fernanda,Carvalho,1967-03-17,female,Yes,3830555270252785,fern.carva67@gmail.com,+55-15-15724216,active,phyzical,2021-12-05,"[-3.10194,-60.025]",portuguese,----------
436,Patricia,Cardoso,2000-07-17,female,Yes,2636812428586272,patr.cardo0@gmail.com,+55-70-70246081,active,phyzical,2021-10-27,"[-23.5475,-46.6361]",portuguese,----------
437,Antonio,Martins,1933-06-01,male,No,----------,anto.marti33@gmail.com,+55-06-06081627,active,phyzical,2020-05-30,"[-23.5475,-46.6361]",portuguese,----------
438,Antonio,Martins,1970-01-09,male,Yes,6633738602225651,anto.marti70@gmail.com,+55-07-07401575,inactive,phyzical,2020-12-28,"[-10.9111,-37.0717]",portuguese,2021-10-15
439,Antonio,Melo,1984-06-09,male,No,----------,anto.melo84@gmail.com,+55-28-28565260,active,phyzical,2021-12-21,"[-2.52972,-44.3028]",english,----------
440,Ana,Cardoso,1978-12-03,female,No,8845201450516007,ana.cardo78@gmail.com,+55-13-13224084,active,phyzical,2020-06-12,"[-12.9711,-38.5108]",portuguese,----------
441,Antonio,Cardoso,2003-02-07,male,Yes,8820526007150464,anto.cardo3@gmail.com,+55-07-07120188,inactive,phyzical,2020-10-15,"[-15.77972,-47.92972]",portuguese,2022-03-31
442,Marcos,Pereira,1960-09-03,male,Yes,7004114738083811,marc.perei60@gmail.com,+55-62-62818273,active,phyzical,2021-08-03,"[-22.9064,-43.1822]",portuguese,----------
443,Marcia,Almeida,1966-10-06,female,Yes,1753578544712380,marc.almei66@gmail.com,+55-63-63476707,active,phyzical,2021-03-13,"[-3.71722,-38.5431]",portuguese,----------
444,Paulo,Martins,1962-06-05,male,Yes,----------,paul.marti62@gmail.com,+55-35-35350676,active,phyzical,2020-11-12,"[-15.77972,-47.92972]",portuguese,----------
445,Aline,Araujo,1948-01-20,female,Yes,----------,alin.arauj48@gmail.com,+55-14-14478028,active,phyzical,2020-08-04,"[-3.71722,-38.5431]",portuguese,----------
446,Andriana,Santos,1998-08-08,female,Yes,7451540107371614,andr.santo98@gmail.com,+55-85-85745760,active,phyzical,2022-02-23,"[-12.9711,-38.5108]",portuguese,----------
447,Pedro,Oliveira,1989-10-12,male,Yes,3552645621212770,pedr.olive89@gmail.com,+55-12-12658601,active,phyzical,2021-11-21,"[-23.5475,-46.6361]",english,----------
448,Luiz,Melo,1978-05-12,male,Yes,6571283283064210,luiz.melo78@gmail.com,+55-37-37813208,active,phyzical,2021-12-27,"[-3.71722,-38.5431]",english,----------
449,Marcos,Ribeiro,1956-11-27,male,Yes,2428388183612174,marc.ribei56@gmail.com,+55-34-34475157,active,phyzical,2020-03-15,"[-23.5475,-46.6361]",portuguese,----------
450,Antonia,Sousa,2003-12-17,female,Yes,3875863554623485,anto.sousa3@gmail.com,+55-20-20737261,inactive,phyzical,2021-08-10,"[-23.5475,-46.6361]",portuguese,2021-12-06
451,Antonio,Rodrigues,1961-10-22,male,Yes,4012286001184485,anto.rodri61@gmail.com,+55-28-28103078,active,phyzical,2021-11-23,"[-23.6639,-46.5383]",portuguese,----------
452,Carlos,Almeida,1983-02-04,male,Yes,----------,carl.almei83@gmail.com,+55-21-21250146,active,phyzical,2021-08-29,"[-23.5475,-46.6361]",portuguese,----------
453,Maria,Sousa,1961-03-14,female,Yes,7525576468487708,mari.sousa61@gmail.com,+55-70-70253016,inactive,phyzical,2021-01-31,"[-1.45583,-48.5044]",portuguese,2022-05-04
454,Juliana,Sousa,1955-11-25,female,Yes,----------,juli.sousa55@gmail.com,+55-66-66474203,active,phyzical,2022-05-18,"[-19.9208,-43.9378]",portuguese,----------
455,Marcia,Costa,1973-09-06,female,Yes,6346607873120363,marc.costa73@gmail.com,+55-21-21161111,active,phyzical,2020-02-25,"[-23.5475,-46.6361]",portuguese,----------
456,Ana,Sousa,1987-02-15,female,Yes,----------,ana.sousa87@gmail.com,+55-50-50056472,active,phyzical,2020-12-30,"[-19.9208,-43.9378]",portuguese,----------
457,Paulo,Alves,1982-12-16,male,No,8653301458002720,paul.alves82@gmail.com,+55-72-72658378,active,phyzical,2020-03-23,"[-25.4278,-49.2731]",portuguese,----------
458,Pedro,Ribeiro,1969-08-30,male,Yes,2342771561817362,pedr.ribei69@gmail.com,+55-68-68774336,active,phyzical,2021-09-14,"[-1.45583,-48.5044]",portuguese,----------
459,Ana,Silva,1971-07-06,female,Yes,8616625760703736,ana.silva71@gmail.com,+55-42-42613307,active,phyzical,2021-12-05,"[-15.77972,-47.92972]",portuguese,----------
